"","Long","Lat","ID","Entity","Year","Time","Age","Sex","Disposition","TotL_ft","TotL_cm","SVL_cm","Weight_lbs","Weight_kg","Easting","Northing","GeneralLocation","Method","Additional_ID","County","Designation","Observer","Sentinel","EggCount","SizeEstimate","Percent_Hidden","SnakeTemp","AirTemp","ShadeTemp","GroundTemp","PavementTemp","BurowFeature","Microhabitat","Comments","Behavior","GlobalID","Breeding","Sector_I","Sector_II","Scout_2","Scout_3","Scout_4","Scout_5","Scout_Association","Date","timestamp"
"233",-81.7295648146226,26.0597087715656,"BP05-17FEB21","COSWFL",2021,"1250","Adult","Male","A",10.3,313,274,29.2,13.3,427017,2822503,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB, IE, AF, ME","Ender",NA,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{75E1A93B-CD46-4BF5-ABDC-CAF5EF981825}","","South","West","","","","","direct",2021-02-17,"2021-02-17 1250"
"234",-81.7295656702354,26.0597131112559,"BP06-17FEB21","COSWFL",2021,"1250","Adult","Male","A",9.8,300,259,23.4,10.6,427017,2822503,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB, IE, AF, ME","Ender",NA,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{F3470E92-CBE9-4FA0-9A60-E8D43202341A}","","South","West","","","","","direct",2021-02-17,"2021-02-17 1250"
"235",-81.7372501365534,26.0654750450232,"BP01-17FEB21","COSWFL",2021,"1153","Adult","Female","A",10.1,308,270,34.7,15.8,426264,2883142,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB, IE, AF, ME","Jensen",37,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{B31EE8F9-20AE-4D2C-85B4-854607E82E07}","YES","South","West","","","","","direct",2021-02-18,"2021-02-18 1153"
"236",-81.6041674147066,26.1058913284489,"BP01-18FEB21","COSWFL",2021,"0954","Adult","Female","A",15,456,402,98.7,44.8,439601,2887538,"Triple G Loop","Scout","","Collier","Belle Meade"," IB, IE, AF, ME","Caesar",47,"",0,26.5,NA,26.1000003814697,28.6000003814697,NA,"","","","Stretched Out","{0735E56C-882C-49F3-AF5E-A23964937182}","YES","North","East","","","","","direct",2021-02-18,"2021-02-18 0954"
"237",-81.604130075197,26.1058424406726,"BP02-18FEB21","COSWFL",2021,"0955","Adult","Male","A",9.5,291,252,22.9,10.4,439594,2887544,"Triple G Loop","Scout","","Collier","Belle Meade"," IB, IE, AF, ME","Caesar",NA,"",0,NA,NA,26.1000003814697,28.6000003814697,NA,"","","","Basking","{52D42155-15C4-4F0D-BF45-9A41160DE6AB}","","North","East","","","","","direct",2021-02-18,"2021-02-18 0955"
"238",-81.5231934864306,26.0654757821731,"BP03-18FEB21","COSWFL",2021,"1120","Adult","Female","A",15.8,482,425,146.5,66.5,447669,2883040,"Faka Union Canal, 94 Ave","Scout","","Collier","PSRP"," IB, IE, AF, ME","Denis",82,"",100,NA,NA,27.6000003814697,29,NA,"","Debris pile","","Courting/Mating","{75F62214-59FB-4EE8-8E82-555B0BD3F90E}","YES","PSRP","South","Dion","","","","direct",2021-02-18,"2021-02-18 1120"
"239",-81.6434021687107,26.0437097216497,"BP01-22FEB21","COSWFL",2021,"1040","Adult","Female","A",10,306,269,28.4,12.9,435633,2880678,"Greenway Road","Scout","","Collier","Development"," IE. ME","Zuko",21,"",99,NA,NA,NA,NA,NA,"","","","Undercover","{648C2126-1610-4256-B909-5186F3B36C2E}","YES","North","East","","","","","direct",2021-02-22,"2021-02-22 1040"
"240",-81.6492037089424,26.0642585681859,"BP02-22FEB21","COSWFL",2021,"1245","Adult","Female","A",14.4,438,390,120.8,54.8,435065,2882967,"Wiggins","Scout","","Collier","Six L's Agricultural"," IE, ME","Nice",69,"",NA,NA,NA,NA,NA,NA,"","","nice","Courting/Mating","{67E7F4E4-A730-4E91-8624-45968F054692}","YES","North","East","","","","","direct",2021-02-22,"2021-02-22 1245"
"241",-81.6492050325183,26.064261639462,"BP03-22FEB21","COSWFL",2021,"1245","Adult","Male","A",9.7,296,257,19.8,9,435065,2882967,"Wiggins","Scout","","Collier","Six L's Agricultural","IE, ME","Nice",NA,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{D68CAD0B-F22D-4A26-A3C2-2A45B316C325}","","North","East","","","","","direct",2021-02-22,"2021-02-22 1245"
"242",-81.6348077536327,26.0027593654889,"BP01-23FEB21","COSWFL",2021,"1340","Adult","Female","A",14.4,439,396,88.3,40.1,436470,2876141,"N of Curcie Rd","Scout","","Collier","Curcie","IB, IE, ME","Newton",58,"",100,NA,NA,30.5,32.5,NA,"Natural","","","Underground","{92D27A01-E6B3-4484-ADA8-8041BDA26A89}","YES","South","East","","","","","direct",2021-02-23,"2021-02-23 1340"
"243",-81.6348077536327,26.0027593654889,"BP02-23FEB21","COSWFL",2021,"1340","Adult","Male","A",9.3,282,232,31.8,14.4,436470,2876141,"N of Curcie Rd","Scout","","Collier","Curcie","IB, IE, ME","Newton",NA,"",100,NA,NA,30.5,32.5,NA,"Natural","","shedding","Underground","{E7B79D12-ACD2-44C8-9BC9-D4785E6A7EB4}","","South","East","","","","","direct",2021-02-23,"2021-02-23 1340"
"244",-81.6033963141373,26.0649628281813,"BP01-24FEB21","COSWFL",2021,"1420","Adult","Female","A",15.3,466,410,126.6,57.4,439642,2883018,"Rogue River Farms","Scout","","Collier","Six L's Agricultural","IB, IE, ME","Ronin",68,"",NA,NA,NA,29.2999992370605,34.2999992370605,NA,"","para patch in ag retention","","Courting/Mating","{18F4FF2A-8486-47F8-BDCC-620649435106}","YES","North","East","","","","","direct",2021-02-24,"2021-02-24 1420"
"245",-81.6034345333932,26.0649681312706,"BP02-24FEB21","COSWFL",2021,"1420","Adult","Male","A",9.7,296,256,21.7,9.9,439642,2883018,"Rogue River Farms","Scout","","Collier","Six L's Agricultural","IB, IE, ME","Ronin",NA,"",NA,NA,NA,29.2999992370605,34.2999992370605,NA,"","para patch in ag retention","","Courting/Mating","{B925113D-2067-4DE3-AA12-0CCC23B5CAAD}","","North","East","","","","","direct",2021-02-24,"2021-02-24 1420"
"246",-81.6034320049894,26.064965192813,"BP03-24FEB21","COSWFL",2021,"1420","Adult","Male","A",9.2,281,244,17.8,8.1,439642,2883018,"Rogue River Farms","Scout","","Collier","Six L's Agricultural","IB, IE, ME","Ronin",NA,"",NA,NA,NA,29.2999992370605,34.2999992370605,NA,"","para patch in ag retention","","Courting/Mating","{12D4FA58-0C62-4F72-9696-67FDF1B58328}","","North","East","","","","","direct",2021-02-24,"2021-02-24 1420"
"247",-81.6034319553186,26.0649627180422,"BP04-24FEB21","COSWFL",2021,"1420","Adult","Male","A",7.6,233,211,13,5.9,439642,2883018,"Rogue River Farms","Scout","","Collier","Six L's Agricultural","IB, IE, ME","Ronin",NA,"",NA,NA,NA,29.2999992370605,34.2999992370605,NA,"","para patch in ag retention","","Courting/Mating","{9997C982-D621-4D42-855F-1F3C0E072675}","","North","East","","","","","direct",2021-02-24,"2021-02-24 1420"
"248",-81.7184094755153,26.0157986812355,"BP01-01MAR21","COSWFL",2021,"1020","Adult","Female","A",15.3,466,412,108.5,49.2,428109,2877633,"Shell Island Rd","Scout","","Collier","RBNERR","IB, IE, ME","Orion",61,"",90,27.6000003814697,NA,27.6000003814697,29.7999992370605,NA,"","","","Courting/Mating","{4A4590ED-C356-42CE-A1D5-77631FE1C48D}","YES","South","West","","","","","direct",2021-03-01,"2021-03-01 1020"
"249",-81.6077656475206,25.9989616872574,"BP02-01MAR21","COSWFL",2021,"1530","Adult","Female","A",13.4,407,361,88.6,40.2,439173,2875714,"S of Old San Marco Rd","Scout","","Collier","CSSP","IB, IE, ME","Quatro",56,"",20,NA,NA,33.2999992370605,36.7000007629395,NA,"","","","Basking","{3A0002E5-E7A0-4BDA-8F4C-4E9BAA665B88}","YES","South","East","","","","","direct",2021-03-01,"2021-03-01 1530"
"250",-81.5228088390648,26.0700602643838,"BP01-04MAR21","COSWFL",2021,"1112","Adult","Female","A",11.6,354,312,55.9,25.4,447706,2883548,"Faka Union Canal, 92 Ave","Scout","","Collier","PSRP","IE, ME, AlF ","Denis",41,"",50,NA,NA,23.2000007629395,34.9000015258789,NA,"","","","Courting/Mating","{543BB6EF-E46D-4CB9-8E99-46D3CE1A75E1}","YES","PSRP","North","","","","","direct",2021-03-04,"2021-03-04 1112"
"251",-81.509624944935,25.9111145719761,"BP01-05MAR21","COSWFL",2021,"1305","Adult","Female","A",8.8,269,238,18.9,8.55,448957,2865944,"Faka Union Canal","Scout","","Collier","TTI"," IB, IE, ME","Victor",15,"",100,NA,NA,32.5,33.7999992370605,NA,"Natural","Disturbed spoil pile ","","Underground","{70655888-FFD3-4FAE-9AEC-1C3B49B38A6A}","YES","","","","","","","direct",2021-03-05,"2021-03-05 1305"
"252",-81.5791100187901,25.9920865426964,"BP01-10MAR21","COSWFL",2021,"1000","Adult","Female","A",12.1,370,328,57.9,26.3,442047,2874932,"Collier Seminole State Park, N of Tamiami Trail","Scout","","Collier","CSSP"," IB, IE, ME","Thor",43,"",100,NA,NA,22.2999992370605,24.3999996185303,NA,"GOTO","","","Courting/Mating","{0C2406D6-B976-422A-B22E-4CA253B09217}","YES","North","East","Vagus","","","","direct",2021-03-10,"2021-03-10 1000"
"253",-81.5790777623057,25.9920234060244,"BP02-10MAR21","COSWFL",2021,"1000","Adult","Male","A",8.6,262,227,15,6.8,442047,2874932,"Collier Seminole State Park, N of Tamiami Trail","Scout","","Collier","CSSP"," IB, IE, ME","Thor",NA,"",100,NA,NA,22.2999992370605,24.3999996185303,NA,"GOTO","","","Courting/Mating","{2877071D-E9BF-467D-8106-2A661F78EAE8}","","North","East","Vagus","","","","direct",2021-03-10,"2021-03-10 1000"
"254",-81.5790902105608,25.992018749297,"BP03-10MAR21","COSWFL",2021,"1000","Adult","Male","A",10.6,323,281,22.1,10,442047,2874932,"Collier Seminole State Park, N of Tamiami Trail","Scout","","Collier","CSSP"," IB, IE, ME","Thor",NA,"",100,NA,NA,22.2999992370605,24.3999996185303,NA,"GOTO","","Vagus recovery","Courting/Mating","{E9573F61-ED0D-4D9C-BC67-CB440B0F669E}","","","","","","","","direct",2021-03-10,"2021-03-10 1000"
"255",-81.6913560026191,26.0661608237889,"BP01-11MAR21","COSWFL",2021,"1442","Adult","Female","A",9.3,284,249,23.3,10.55,430849,2883191,"Raw Water 951","Scout","","Collier","Development"," IB, IE, ME","Joker",18,"",0,34.0999984741211,NA,28.2000007629395,NA,NA,"","","26.2 water temp ","Basking","{802412E6-EA52-4D20-BEE2-F496F2D277E4}","YES","North","East","","","","","direct",2021-03-11,"2021-03-11 1442"
"256",-81.6392280070681,26.0343551378126,"BP01-15MAR21","COSWFL",2021,"1045","Adult","Male","A",7.1,217,189,7.6,3.45,436045,2879645,"Trinity Pl","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, ME","Estilo",NA,"",25,NA,NA,25.3999996185303,NA,NA,"","","","Basking","{7ADDE55F-9623-4A05-AC0B-F69B0375BFA9}","","North","East","","","","","direct",2021-03-15,"2021-03-15 1045"
"257",-81.6393368976576,26.0344079777799,"BP01-18MAR21","COSWFL",2021,"1323","Adult","Female","A",9.3,283,250,22.6,10.3,436034,2879651,"Trinity Pl","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, AIF, ME","Estilo",20,"",0,NA,NA,NA,30.5,NA,"","","","Courting/Mating","{3D324D62-0E9B-494F-81B3-94ECB86608E6}","YES","North","East","","","","","direct",2021-03-18,"2021-03-18 1323"
"258",-81.639328071431,26.0344139058555,"BP02-18MAR21","COSWFL",2021,"1323","Adult","Male","A",8.5,260,224,12.5,5.7,436034,2879651,"Trinity Pl","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, AIF, ME","Estilo",NA,"",0,NA,NA,NA,30.5,NA,"","","","Courting/Mating","{A8E41D05-8D8B-4E06-83B0-51BB5733FEF4}","","North","East","","","","","direct",2021-03-18,"2021-03-18 1323"
"259",-81.5096765202053,25.9122377666315,"BP01-26MAR21","COSWFL",2021,"1100","Adult","Female","A",12.3,376,335,53.1,24.1,448972,2866049,"Faka Union Canal","Scout","","Collier","TTI","IB, AIF","Victor",0,"",100,NA,NA,NA,NA,NA,"Natural","","Unable to count eggs","Underground","{ADECF0B0-8C37-4C07-877A-3D1BDE9B9410}","","","","","","","","direct",2021-03-26,"2021-03-26 1100"
"260",-81.6882853651163,26.074301453072,"BP01-09APR21","COSWFL",2021,"1135","Adult","Female","A",7.2,215,189,8.6,3.9,431162,2884093,"Marco Raw Water","Scout","","Collier","Development"," IB, IE, MM, ME","Johnny",0,"",10,NA,NA,29.7000007629395,31.2000007629395,NA,"","On grass in marsh","","Basking","{975A74A9-9C8E-4D65-B7FC-32FB73AF8355}","","North","East","","","","","indirect",2021-04-09,"2021-04-09 1135"
"261",-81.6155414617975,26.0643546659584,"BP01-29NOV21","COSWFL",2021,"1025","Adult","Male","A",7.35,224,196,11.6,5.3,438432,2882955,"Rouge River","Scout","","Collier","Six L's Agricultural"," IB, IE, KyF, AF","Lulu",NA,"",25,NA,NA,NA,NA,NA,"","Grapevine on burm","","Stretched Out","{6D679940-7569-43EB-B7C2-2E41C76857FF}","","North","East","","","","","indirect",2021-11-29,"2021-11-29 1025"
"262",-81.5135888433473,25.9676868006798,"BP01-22DEC21","COSWFL",2021,"1027","Adult","Female","A",14.8,452,402,113.8,51.6,448585,2872204,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, KyF ","George",75,"",40,NA,NA,NA,NA,NA,"","Eco tone between Oak/ palm cypress and fern ","","","{7FB772D0-B604-4D4F-A061-951A0FBEB552}","YES","PSRP","","","","","","direct",2021-12-22,"2021-12-22 1027"
"263",-81.5232968863828,26.0520218517279,"BP01-28DEC21","COSWFL",2021,"1538","Adult","Female","A",17.5,534,481,215,97.5,447660,2881604,"Faka Union Canal, 102 Ave","Scout","","Collier","PSRP"," IE, KyF ","Dion",122,"",100,NA,NA,NA,NA,NA,"","","Holy shit","","{433C78CB-F15F-4A8E-B61E-66768E7AC4DB}","YES","PSRP","South","","","","","direct",2021-12-28,"2021-12-28 1538"
"264",-81.6194601139233,26.080130598262,"BP01-30DEC21","COSWFL",2021,"1040","Adult","Female","A",14.6,445,392,106.8,48.45,438045,2884708,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, KyF ","Donnie",59,"",50,NA,NA,NA,NA,NA,"","","","Courting/Mating","{4877EDE6-5BAE-427F-938F-F4539FBE4CBA}","YES","North","East","","","","","direct",2021-12-30,"2021-12-30 1040"
"265",-81.7145021079656,26.0588945960979,"BP01-03JAN22","COSWFL",2022,"1016","Adult","Female","A",14.3,435,385,86.8,39.35,428528,2882403,"Artesia ","Scout","","Collier","Development"," IB, IE","Jensen",54,"",90,NA,NA,NA,NA,NA,"","","","Courting/Mating","{AB9B1B30-4F15-4369-A810-9679CE21AB28}","YES","South","West","","","","","direct",2022-01-03,"2022-01-03 1016"
"266",-81.6508450196549,26.0584954239022,"BP02-03JAN22","COSWFL",2022,"1200","Adult","Female","A",14.3,435,385,93.1,42.2,434898,2882327,"O’Donnell Nursery","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE ","Steve",49,"",100,NA,NA,NA,NA,NA,"","","Coiled under para near large basking pad","Undercover","{AE5FF8E4-06CA-43ED-A270-70B6805A9951}","YES","North","East","Maestro","","","","direct",2022-01-03,"2022-01-03 1200"
"267",-81.6149562525693,26.0660842815489,"BP03-03JAN22","COSWFL",2022,"1345","Adult","Male","A",9,275,245,19.6,8.9,438491,2883148,"Rouge River ","Scout","","Collier","Six L's Agricultural"," IB, IE","Lulu",NA,"",0,NA,NA,NA,NA,NA,"","Levee","Seen crossing levee toward female after lunch break","Traveling S","{35AA0666-5FA4-4FF6-8FB3-F15A18599C34}","","North","East","","","","","indirect",2022-01-03,"2022-01-03 1345"
"268",-81.6643799822888,26.0855932101467,"BP01-04JAN22","COSWFL",2022,"1024","Adult","Female","A",14.5,441,398,118,53.54,433556,2885333,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, KyF ","Ronin",67,"",80,NA,NA,NA,NA,NA,"","Underneath dead bush debris ","","Coiled","{5FE5441D-E376-431C-8A35-B2AAC29B317F}","YES","North","East","","","","","direct",2022-01-04,"2022-01-04 1024"
"269",-81.6709783608955,26.0114188235708,"BP01-06JAN22","COSWFL",2022,"1249","Adult","Female","A",9.9,302,270,28.6,13,432855,2877116,"No Man's Land","Scout","","Collier","RBNERR"," IB, IE, KyF ","Ziggy",22,"",0,NA,NA,NA,NA,NA,"","Cabbage palm buttonwood hammock ","100% basking in the sun, very recent prey item. Nest: 432856 2877113","Digesting","{FCFA4A2C-8566-4DDD-B4C9-F98AA721B516}","YES","South","East","","","","","direct",2022-01-06,"2022-01-06 1249"
"270",-81.6458109756946,26.0660951219028,"BP01-18JAN22","COSWFL",2022,"1042","Adult","Male","A",9.2,280,244,20.7,9.4,435404,2883169,"Wiggins","Scout","","Collier","Six L's Agricultural"," IB, IE, KyF","Ronin",NA,"",NA,NA,NA,NA,NA,NA,"","Para bed ","","Basking","{FBDFE2C3-222B-427B-AD12-041D4544409D}","","North","East","","","","","indirect",2022-01-18,"2022-01-18 1042"
"271",-81.6458152848302,26.0661664441202,"BP02-18JAN22","COSWFL",2022,"1045","Adult","Male","A",11.5,350,304,41.9,19,435401,2883170,"Wiggins ","Scout","","Collier","Six L's Agricultural","IB, IE, KyF  ","Ronin",NA,"",20,NA,NA,NA,NA,NA,"","Fern edge next to para ","PYBI-59 recovery","Basking","{2B8827A0-6161-4571-807B-EBD977446196}","","North","East","","","","","indirect",2022-01-18,"2022-01-18 1045"
"272",-81.6465991518368,26.0664081474838,"BP03-18JAN22","COSWFL",2022,"1100","Adult","Female","A",15.4,470,414,116.8,53,435327,2883202,"Wiggins ","Scout","","Collier","Six L's Agricultural","IB, IE, KyF  ","Ronin",57,"",100,NA,NA,NA,NA,NA,"","Para grass and tree debris ","","Undercover","{71A2C62D-E183-404A-B8DB-DE28A7756C3D}","YES","North","East","","","","","direct",2022-01-18,"2022-01-18 1100"
"273",-81.7003910920601,26.0096238962262,"BP01-19JAN22","COSWFL",2022,"1430","Adult","Male","A",9,274,235,17.9,8.1,429914,2876940,"S of Fiddler's Creek","Scout","","Collier","RBNERR","IB, IE, KyF","Bobby Rubino",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{01E8BC6C-0BBA-454A-9DEA-23094A0D30AA}","","South","East","","","","","indirect",2022-01-19,"2022-01-19 1430"
"274",-81.6994438355857,26.0099530329978,"BP02-19JAN22","COSWFL",2022,"1448","Adult","Female","A",14.3,436,386,88.9,40.3,430003,2876973,"S of Fiddler's Creek","Scout","","Collier","RBNERR"," IB, IE, KyF ","Bobby Rubino",50,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{ABD8EB22-C6AE-4C1F-9929-2A57CDBD61B2}","","South","East","","","","","indirect",2022-01-19,"2022-01-19 1448"
"275",-81.6994519193726,26.0099653037185,"BP03-19JAN22","COSWFL",2022,"1448","Adult","Male","A",9.1,277,240,18.1,8.2,430003,2876973,"S of Fiddler's Creek","Scout","","Collier","RBNERR","IB, IE, KyF","Bobby Rubino",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{BE438E84-C9C3-4639-9548-E5671A7E691B}","","South","East","","","","","direct",2022-01-19,"2022-01-19 1448"
"276",-81.6268519702595,26.0888391326273,"BP01-20JAN22","COSWFL",2022,"1348","Adult","Female","A",13.1,400,354,80.6,36.6,437272,2885664,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, KyF ","Timmy",59,"",60,NA,NA,NA,NA,NA,"","Fern bed ","","Coiled","{7AEC4BE4-14BA-454A-A1AF-68A7A5E8EBCC}","YES","North","East","","","","","direct",2022-01-20,"2022-01-20 1348"
"277",-81.5235116608788,26.0716544806051,"BP01-21JAN22","COSWFL",2022,"1321","Adult","Male","A",11.2,340,292,41.1,18.7,447640,2883725,"Faka Union Canal; 92 Ave","Scout","","Collier","PSRP"," IB, IE, KyF, KF","Denis",NA,"",0,NA,NA,NA,NA,NA,"","","","","{528F7DA4-567E-495E-8A6D-A4DFAB136117}","","PSRP","North","","","","","indirect",2022-01-21,"2022-01-21 1321"
"278",-81.523394128217,26.0713442265034,"BP02-21JAN22","COSWFL",2022,"1332","Adult","Female","A",10.9,331,290,40.6,18.4,447651,2883690,"Faka Union Canal; 92 Ave","Scout","","Collier","PSRP"," IB, IE, KyF, KF","Denis",36,"",NA,NA,NA,NA,NA,NA,"","","","","{72203379-3F43-4689-A4BF-DF3C7318B951}","YES","PSRP","North","","","","","direct",2022-01-21,"2022-01-21 1332"
"279",-81.6626848851402,26.1268027821972,"BP03-21JAN22","COSWFL",2022,"1514","Adult","Male","A",9.6,294,253,25.2,11.5,433750,2889895,"Willow Run Quarry","Scout","","Collier","Belle Meade"," IB, IE, KyF, KF ","Willow",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{CB5D2330-AD5B-4AB5-9C34-11DDCB58D069}","","North","East","","","","","direct",2022-01-21,"2022-01-21 1514"
"280",-81.5062183545263,25.9831777163735,"BP01-25JAN22","COSWFL",2022,"1345","Adult","Female","A",10.2,310,274,35.6,16.2,449330,2873918,"Faka Union Canal; E","Scout","","Collier","PSRP"," IE, KyF","George",29,"",60,NA,NA,NA,NA,NA,"","","Indirect PYBI 84,85","Basking","{3AB41389-013E-4085-9DFD-ECC20AE54BB2}","YES","PSRP","","","","","","indirect",2022-01-25,"2022-01-25 1345"
"281",-81.5974226392734,26.0185153559432,"BP03-25JAN22","COSWFL",2022,"1520","Adult","Female","A",14.9,454,405,104.3,47.3,440220,2877871,"Picayune -- E of New Land","Scout","","Collier","Six L's Agricultural"," IE, KyF","Thor",67,"",70,NA,NA,NA,NA,NA,"","","On mating pad with PYBI-52","","{335CC326-9D4B-42A7-BD1E-082E89D1A61A}","YES","North","East","","","","","direct",2022-01-25,"2022-01-25 1520"
"282",-81.5974469444692,26.0176847060905,"BP04-25JAN22","COSWFL",2022,"1542","Adult","Male","A",9.7,296,258,23.8,10.8,440217,2877780,"Picayune -- E of New Land","Scout","","Collier","Six L's Agricultural"," IE, KyF","Thor",NA,"",NA,NA,NA,NA,NA,NA,"","","Indirect","Basking","{40B859A5-00CF-4A8B-B127-36926B50CE8B}","","North","East","","","","","indirect",2022-01-25,"2022-01-25 1542"
"283",-81.5070207310325,25.9823570224866,"BP01-27JAN22","COSWFL",2022,"1158","Adult","Male","A",8.2,251,220,18,8.2,449252,2873826,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, KyF ","George",NA,"",75,NA,NA,NA,NA,NA,"DILLO","Dense vines over armadillo burrow ","Shedding along with George ","Coiled","{6F192060-05BF-4FB3-97CD-D242179E21F0}","","PSRP","","","","","","direct",2022-01-27,"2022-01-27 1158"
"284",-81.5078904708765,25.9814798103636,"BP02-27JAN22","COSWFL",2022,"1205","Adult","Male","A",11.6,354,307,42.8,19.4,449162,2873730,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, KyF ","Hisstopher",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{F0FF5135-1389-4971-8B70-63E51D3ACEDA}","","PSRP","","","","","","direct",2022-01-27,"2022-01-27 1205"
"285",-81.5077513300884,25.9813623459482,"BP03-27JAN22","COSWFL",2022,"1209","Adult","Male","A",10.8,328,305,42.8,19.4,449178,2873718,"Faka Union Canal; W","Scout","","Collier","PSRP","IB, IE, KyF","Hisstopher",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{FA1A45E0-323C-4F7E-8643-222B24DE7741}","","PSRP","","","","","","direct",2022-01-27,"2022-01-27 1209"
"286",-81.5214631403772,26.0139696431245,"BP02-28JAN22","COSWFL",2022,"0124","Adult","Female","A",14.7,448,401,125.7,57,447781,2877368,"Faka Union Canal, 122 Ave","Scout","","Collier","PSRP"," IB, IE, KyF, AF","Loki",72,"",10,NA,NA,NA,NA,NA,"","Open sun patch in vines and ferns, on top of matted down vines ","","Basking","{8490936D-7D42-4EB9-8467-727F2A2AA4CD}","YES","PSRP","South","","","","","direct",2022-01-28,"2022-01-28 0124"
"287",-81.667319073846,26.0014593549107,"BP01-31JAN22","COSWFL",2022,"1200","Adult","Female","A",10.4,318,280,39.4,17.9,433212,2876016,"Road to Nowhere","Scout","","Collier","RBNERR"," IE, KyF","Ziggy",32,"",0,NA,NA,NA,NA,NA,"","","Outstretched along basking female","Courting/Mating","{44C92C19-BFF0-4606-9319-37F935438E0B}","YES","South","East","","","","","indirect",2022-01-31,"2022-01-31 1200"
"288",-81.667319073846,26.0014593549107,"BP02-31JAN22","COSWFL",2022,"1217","Adult","Male","A",10.5,321,279,29.3,13.3,433212,2876016,"Road to Nowhere","Scout","","Collier","RBNERR"," IE, KyF","Ziggy",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{174E6077-B483-4365-A476-4B02743C13E9}","","South","East","","","","","indirect",2022-01-31,"2022-01-31 1217"
"289",-81.7257938607299,26.0473211483154,"BP01-01FEB22","COSWFL",2022,"1105","Adult","Male","A",10.6,322,279,36.4,16.5,427390,2881124,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, KyF","Ender",NA,"",0,NA,NA,NA,NA,NA,"","Basking 10 feet from female in vines surrounded by saw palmetto ","","Courting/Mating","{DD4A757E-808F-4A14-9EB4-D39FDD45A0B4}","","South","West","","","","","direct",2022-02-01,"2022-02-01 1105"
"290",-81.725786007599,26.0473353566419,"BP02-01FEB22","COSWFL",2022,"1055","Adult","Female","A",16.3,496,444,150.5,68.3,427393,2881128,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB, IE, KyF ","Ender",80,"",10,NA,NA,NA,NA,NA,"","In a sun patch underneath wax myrtle and saw palmetto ","","Courting/Mating","{E47B219E-6026-4F21-A6FA-B9022F66E70A}","YES","South","West","","","","","direct",2022-02-01,"2022-02-01 1055"
"291",-81.7257834966874,26.0473416907109,"BP03-01FEB22","COSWFL",2022,"1100","Adult","Male","A",9.9,302,263,28.9,13.1,427391,2881130,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB, IE, KyF ","Ender",NA,"",80,NA,NA,NA,NA,NA,"","Underneath vines surrounded by saw palmetto and wax myrtle - close to female","","Courting/Mating","{81A89C74-B0DB-47F6-BA78-358076B9CE57}","","South","West","","","","","direct",2022-02-01,"2022-02-01 1100"
"292",-81.7259664565229,26.0473175964992,"BP04-01FEB22","COSWFL",2022,"1104","Adult","Male","A",8.8,268,231,17.4,7.9,427374,2881125,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB, IE, KyF ","Ender",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{D12815CA-7000-488F-A6DD-28174A582DE6}","","South","West","","","","","direct",2022-02-01,"2022-02-01 1104"
"293",-81.5231258614114,26.0476308686552,"BP03-04FEB22","COSWFL",2022,"1230","Adult","Female","A",12.2,371,329,57.2,26,447668,2881061,"Faka Union Canal, 104 Ave","Scout","","Collier","PSRP","IB, IE, KyF","Dion",38,"",NA,NA,NA,NA,NA,NA,"","","","Coiled","{5CA7847C-8782-414E-9177-B0EAD110DE36}","YES","PSRP","South","","","","","direct",2022-02-04,"2022-02-04 1230"
"294",-81.5231258614114,26.0476308686552,"BP04-04FEB22","COSWFL",2022,"1230","Adult","Female","A",10.7,325,282,39,17.7,447668,2881061,"Faka Union Canal, 104 Ave","Scout","","Collier","PSRP"," IB, IE, KyF ","Dion",31,"",100,NA,NA,NA,NA,NA,"","In a massive Boulder pile at the base of the pile in a cavity ","","Coiled","{3F2EE432-06AE-41C5-A4DB-CC5C2F6CED01}","YES","PSRP","South","","","","","direct",2022-02-04,"2022-02-04 1230"
